종목코드,종목명,최종종가,만기평가가격,행사가격,전환비율,LP명,LP보유수량,상장일,최종거래일,상장폐지일,만기일,지급일,권리행사구분,기초자산명,CALL/PUT
"57JS95","한국JS95엘지전자콜","10","99760","115000","0.005","한국증권","11947060","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"57JS98","한국JS98엘지전자콜","5","99760","103500","0.005","한국증권","9994590","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","콜"
"57JT07","한국JT07LG화학콜","25","373200","600000","0.001","한국증권","5782190","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"57JT13","한국JT13네이버콜","10","170920","248000","0.002","한국증권","10896800","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"57JT20","한국JT20POSCO홀콜","5","379100","660000","0.001","한국증권","6614050","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57JT23","한국JT23POSCO홀콜","25","379100","645000","0.001","한국증권","6399980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57JT31","한국JT31POSCO홀콜","40","379100","618000","0.001","한국증권","6298900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57JT39","한국JT39POSCO홀콜","25","379100","550000","0.001","한국증권","5088020","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57JT44","한국JT44SKC콜","605","167700","105000","0.010","한국증권","5591200","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SKC","콜"
"57JT50","한국JT50SK아이이콜","25","45430","110000","0.005","한국증권","6396220","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK아이이테크놀로지","콜"
"57JT55","한국JT55SK이노콜","5","103600","225500","0.002","한국증권","11268620","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57JT58","한국JT58SK이노콜","15","103600","180000","0.002","한국증권","6545850","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57JT61","한국JT61SK하이닉콜","360","213000","133000","0.005","한국증권","9898190","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"57JT67","한국JT67SK하이닉콜","180","213000","125000","0.005","한국증권","8699990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"57JT71","한국JT71SK하이닉콜","190","213000","120000","0.005","한국증권","7999980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"57JT73","한국JT73금양콜","20","89680","172500","0.005","한국증권","5198990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","금양","콜"
"57JT96","한국JT96삼성바이콜","20","740800","750000","0.001","한국증권","6900000","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"57JV05","한국JV05삼성전자콜","65","76660","69600","0.010","한국증권","10599800","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"57JV11","한국JV11삼성전자콜","160","76660","65600","0.010","한국증권","8998950","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"57JV17","한국JV17셀트리온콜","175","188680","160000","0.005","한국증권","7599750","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","콜"
"57JV28","한국JV28아모레콜","145","183200","134500","0.005","한국증권","7199900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","아모레퍼시픽","콜"
"57JV33","한국JV33에코프로콜","70","103320","260880","0.005","한국증권","8199990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로","콜"
"57JV37","한국JV37에코프로콜","65","103320","249780","0.005","한국증권","7699990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로","콜"
"57JV44","한국JV44에코비엠콜","75","213900","422700","0.002","한국증권","7999190","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"57JV48","한국JV48에코비엠콜","25","213900","404700","0.002","한국증권","7496000","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"57JV61","한국JV61카카오콜","10","43440","57500","0.010","한국증권","8906750","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"57JV68","한국JV68카카오콜","20","43440","45000","0.010","한국증권","5595680","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"57JV72","한국JV72포스코퓨콜","10","281900","533000","0.002","한국증권","6699990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"57JV78","한국JV78포스코퓨콜","15","281900","500000","0.002","한국증권","6099600","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"57JV84","한국JV84한국전력콜","5","19808","21000","0.050","한국증권","6598980","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"57JV85","한국JV85한국전력콜","60","19808","19000","0.050","한국증권","5799900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"57JV96","한국JV96모비스콜","20","221200","250000","0.002","한국증권","16699990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"57JV97","한국JV97모비스콜","10","221200","230000","0.002","한국증권","13399990","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"57JW33","한국JW33삼성전자풋","10","76660","67000","0.010","한국증권","9999670","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"57JW37","한국JW37삼성전자풋","10","76660","61500","0.010","한국증권","14096140","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"57JW48","한국JW48모비스풋","20","221200","230000","0.002","한국증권","12399900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","풋"
"57JX49","한국JX49KOSPI200콜","2700","374.8","340","100.000","한국증권","10999820","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX50","한국JX50KOSPI200콜","1260","374.8","338","100.000","한국증권","8999500","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX51","한국JX51KOSPI200콜","3600","374.8","335","100.000","한국증권","9999290","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX52","한국JX52KOSPI200콜","1365","374.8","332","100.000","한국증권","8999900","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX53","한국JX53KOSPI200콜","1760","374.8","330","100.000","한국증권","10999800","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX54","한국JX54KOSPI200콜","2405","374.8","328","100.000","한국증권","8999800","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57JX55","한국JX55KOSPI200풋","5","374.8","308","100.000","한국증권","8863810","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57JX56","한국JX56KOSPI200풋","10","374.8","305","100.000","한국증권","9991620","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57JX57","한국JX57KOSPI200풋","90","374.8","302","100.000","한국증권","8711530","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57JX58","한국JX58KOSPI200풋","5","374.8","300","100.000","한국증권","10070060","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57JX59","한국JX59KOSPI200풋","15","374.8","298","100.000","한국증권","8983010","2023/09/19","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57JX68","한국JX68한국조선콜","115","133960","110000","0.005","한국증권","9591360","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HD한국조선해양","콜"
"57JX70","한국JX70한국조선콜","135","133960","100000","0.005","한국증권","8399900","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HD한국조선해양","콜"
"57JX74","한국JX74KB금융콜","230","79300","60100","0.010","한국증권","13594900","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KB금융","콜"
"57JX76","한국JX76케이티콜","35","36780","35900","0.020","한국증권","23299990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KT","콜"
"57JX78","한국JX78케이티콜","65","36780","33000","0.020","한국증권","16699990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KT","콜"
"57JX80","한국JX80엘지디스콜","5","10130","13402","0.054","한국증권","8980510","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG디스플레이","콜"
"57JX82","한국JX82LG에너지콜","80","356600","565000","0.001","한국증권","12822550","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"57JX90","한국JX90LG에너지콜","5","356600","450000","0.001","한국증권","7481450","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"57JX91","한국JX91LG이노텍콜","40","241900","271500","0.002","한국증권","12484980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG이노텍","콜"
"57JY06","한국JY06LG화학콜","5","373200","500000","0.001","한국증권","6211770","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"57JY22","한국JY22POSCO홀콜","10","379100","500000","0.001","한국증권","5480700","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57JY26","한국JY26SK바이오콜","10","52440","81000","0.010","한국증권","10576090","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK바이오사이언스","콜"
"57JY33","한국JY33SK이노콜","20","103600","190000","0.005","한국증권","9188570","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57JY39","한국JY39SK이노콜","25","103600","150000","0.005","한국증권","5421500","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57JY68","한국JY68삼성SDI콜","5","393900","500000","0.001","한국증권","2939310","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"57JY69","한국JY69삼성바이콜","20","740800","804000","0.001","한국증권","12695660","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"57JY72","한국JY72삼성바이콜","100","740800","650000","0.001","한국증권","6999350","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","콜"
"57JY85","한국JY85삼성전자콜","125","76660","65000","0.010","한국증권","8195990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"57JY86","한국JY86삼성중콜","5","9190","9100","0.100","한국증권","9947640","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성중공업","콜"
"57JY95","한국JY95신한지주콜","160","46850","35000","0.020","한국증권","7199900","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","신한지주","콜"
"57JY98","한국JY98CS윈드콜","20","49310","50000","0.010","한국증권","5389150","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","씨에스윈드","콜"
"57JZ00","한국JZ00아모레콜","200","183200","144500","0.005","한국증권","10597600","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","아모레퍼시픽","콜"
"57JZ03","한국JZ03아모레콜","200","183200","130000","0.005","한국증권","9099100","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","아모레퍼시픽","콜"
"57JZ08","한국JZ08에코비엠콜","10","213900","325000","0.002","한국증권","7443930","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","에코프로비엠","콜"
"57JZ09","한국JZ09NC소프트콜","10","188540","260000","0.002","한국증권","8169570","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"57JZ12","한국JZ12NC소프트콜","10","188540","200000","0.002","한국증권","5892370","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","콜"
"57JZ17","한국JZ17카카오콜","15","43440","47300","0.020","한국증권","8679900","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"57JZ19","한국JZ19카카오콜","100","43440","40000","0.020","한국증권","5899650","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"57JZ22","한국JZ22포스DX콜","65","40390","67400","0.010","한국증권","7198400","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코DX","콜"
"57JZ40","한국JZ40한국전력콜","25","19808","20000","0.050","한국증권","9989990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"57JZ42","한국JZ42한국전력콜","115","19808","18000","0.050","한국증권","9089990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"57JZ44","한국JZ44한국전력콜","165","19808","17000","0.050","한국증권","8399750","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국전력","콜"
"57JZ45","한국JZ45한국항공콜","10","51440","55800","0.010","한국증권","9501400","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한국항공우주","콜"
"57JZ51","한국JZ51한화솔루콜","10","31750","37100","0.020","한국증권","6220650","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화솔루션","콜"
"57JZ53","한국JZ53한화솔루콜","5","31750","34000","0.020","한국증권","5599870","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화솔루션","콜"
"57JZ55","한국JZ55한화에어콜","430","214100","130000","0.005","한국증권","8398180","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화에어로스페이스","콜"
"57JZ58","한국JZ58현대건설콜","20","32830","39000","0.020","한국증권","9971460","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대건설","콜"
"57JZ63","한국JZ63현대로템콜","150","37860","30000","0.020","한국증권","5998160","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대로템","콜"
"57JZ69","한국JZ69모비스콜","20","221200","240000","0.002","한국증권","14999980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대모비스","콜"
"57JZ71","한국JZ71현대차콜","240","268500","206000","0.005","한국증권","15399190","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"57JZ76","한국JZ76호텔신라콜","10","55980","97800","0.010","한국증권","9099990","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"57JZ79","한국JZ79호텔신라콜","5","55980","91700","0.010","한국증권","8699980","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"57JZ81","한국JZ81호텔신라콜","5","55980","80000","0.010","한국증권","6238910","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"57JZ84","한국JZ84KB금융풋","5","79300","52000","0.010","한국증권","9967020","2023/10/18","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","KB금융","풋"
"57K009","한국K009LG에너지콜","25","356600","478000","0.002","한국증권","9074980","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"57K016","한국K016LG에너지콜","10","356600","422000","0.002","한국증권","7489660","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","콜"
"57K030","한국K030LG화학콜","10","373200","520000","0.002","한국증권","9099990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","콜"
"57K041","한국K041네이버콜","10","170920","236000","0.002","한국증권","15699990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","콜"
"57K055","한국K055POSCO홀콜","5","379100","481000","0.002","한국증권","5873920","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","콜"
"57K066","한국K066SK이노콜","15","103600","144000","0.005","한국증권","8398500","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57K070","한국K070SK이노콜","5","103600","130000","0.005","한국증권","6066180","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","콜"
"57K085","한국K085SK하이닉콜","310","213000","130000","0.005","한국증권","10599850","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","콜"
"57K090","한국K090고려아연콜","20","492700","553000","0.002","한국증권","6868450","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","고려아연","콜"
"57K094","한국K094기아콜","195","121740","96000","0.010","한국증권","13199800","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"57K100","한국K100기아콜","300","121740","90000","0.010","한국증권","10397800","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","기아","콜"
"57K112","한국K112메리츠금콜","100","74440","65000","0.010","한국증권","11980000","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","메리츠금융지주","콜"
"57K119","한국K119삼성SDI콜","10","393900","450000","0.002","한국증권","6800510","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성SDI","콜"
"57K125","한국K125삼성SDS콜","5","155460","180000","0.005","한국증권","8499990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성에스디에스","콜"
"57K138","한국K138삼성전자콜","5","76660","80600","0.010","한국증권","24798470","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"57K146","한국K146삼성전자콜","35","76660","74000","0.010","한국증권","13899840","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","콜"
"57K151","한국K151신한지주콜","125","46850","40700","0.020","한국증권","11689900","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","신한지주","콜"
"57K174","한국K174우리금융콜","20","14124","14200","0.050","한국증권","15879990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","우리금융지주","콜"
"57K182","한국K182카카오콜","10","43440","52700","0.010","한국증권","11999990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","카카오","콜"
"57K189","한국K189포스코퓨콜","10","281900","350000","0.002","한국증권","6629980","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","포스코퓨처엠","콜"
"57K192","한국K192하나금융콜","375","59940","45000","0.020","한국증권","8999900","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","하나금융지주","콜"
"57K204","한국K204한화에어콜","380","214100","145500","0.005","한국증권","8496860","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","한화에어로스페이스","콜"
"57K220","한국K220현대차콜","375","268500","185000","0.005","한국증권","11299890","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","현대차","콜"
"57K224","한국K224호텔신라콜","5","55980","68400","0.010","한국증권","8948600","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","호텔신라","콜"
"57K228","한국K228HMM풋","65","17908","20000","0.050","한국증권","4693700","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","풋"
"57K232","한국K232LG에너지풋","70","356600","405000","0.002","한국증권","5099990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG에너지솔루션","풋"
"57K237","한국K237엘지전자풋","20","99760","89000","0.010","한국증권","9199990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG전자","풋"
"57K239","한국K239LG화학풋","145","373200","450000","0.002","한국증권","6499700","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","LG화학","풋"
"57K244","한국K244네이버풋","65","170920","217500","0.002","한국증권","12899400","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","NAVER","풋"
"57K253","한국K253POSCO홀풋","110","379100","443500","0.002","한국증권","5999900","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","POSCO홀딩스","풋"
"57K259","한국K259SK이노풋","75","103600","125000","0.005","한국증권","8399400","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK이노베이션","풋"
"57K260","한국K260SK텔레콤풋","10","51360","45000","0.020","한국증권","22799990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK텔레콤","풋"
"57K265","한국K265SK하이닉풋","10","213000","125000","0.005","한국증권","10699700","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","풋"
"57K266","한국K266SK하이닉풋","5","213000","120000","0.005","한국증권","12398590","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","SK하이닉스","풋"
"57K274","한국K274삼성바이풋","35","740800","800000","0.001","한국증권","7100000","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성바이오로직스","풋"
"57K281","한국K281삼성전자풋","35","76660","80000","0.010","한국증권","7798970","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"57K287","한국K287삼성전자풋","10","76660","77000","0.010","한국증권","9993490","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"57K292","한국K292삼성전자풋","15","76660","74100","0.010","한국증권","12099990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","삼성전자","풋"
"57K299","한국K299셀트리온풋","70","188680","200000","0.005","한국증권","5299200","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","셀트리온","풋"
"57K304","한국K304NC소프트풋","40","188540","215000","0.002","한국증권","14999990","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","엔씨소프트","풋"
"57K349","한국K349KOSDAQ150콜","5","1405","1550","10.000","한국증권","1993060","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K350","한국K350KOSDAQ150콜","10","1405","1500","10.000","한국증권","1996000","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K351","한국K351KOSDAQ150콜","5","1405","1450","10.000","한국증권","1999950","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K352","한국K352KOSDAQ150콜","255","1405","1400","10.000","한국증권","1999940","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K353","한국K353KOSDAQ150콜","730","1405","1350","10.000","한국증권","1797510","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K354","한국K354KOSDAQ150콜","850","1405","1300","10.000","한국증권","998600","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K355","한국K355KOSDAQ150콜","1300","1405","1250","10.000","한국증권","699960","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","콜"
"57K356","한국K356KOSDAQ150풋","1260","1405","1550","10.000","한국증권","699800","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K357","한국K357KOSDAQ150풋","795","1405","1500","10.000","한국증권","898720","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K358","한국K358KOSDAQ150풋","305","1405","1450","10.000","한국증권","1599950","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K359","한국K359KOSDAQ150풋","460","1405","1400","10.000","한국증권","1998100","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K360","한국K360KOSDAQ150풋","5","1405","1350","10.000","한국증권","1991730","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K361","한국K361KOSDAQ150풋","10","1405","1300","10.000","한국증권","1999230","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K362","한국K362KOSDAQ150풋","35","1405","1250","10.000","한국증권","1879750","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스닥 150","풋"
"57K388","한국K388KOSPI200콜","5","374.8","400","100.000","한국증권","5767220","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57K389","한국K389KOSPI200콜","5","374.8","398","100.000","한국증권","6616240","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57K390","한국K390KOSPI200콜","5","374.8","395","100.000","한국증권","5793280","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57K391","한국K391KOSPI200콜","5","374.8","392","100.000","한국증권","6182240","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","콜"
"57K392","한국K392KOSPI200풋","5","374.8","368","100.000","한국증권","0","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57K393","한국K393KOSPI200풋","5","374.8","365","100.000","한국증권","20000","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57K394","한국K394KOSPI200풋","5","374.8","362","100.000","한국증권","0","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57K395","한국K395KOSPI200풋","5","374.8","360","100.000","한국증권","661520","2024/01/17","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","코스피 200","풋"
"57K562","한국K562HMM콜","10","17908","22800","0.020","한국증권","10399990","2024/02/15","2024/06/13","2024/06/14","2024/06/17","2024/06/19","유럽형","HMM","콜"
